"route_id","route_desc","route_long_name","stop_name","stop_id","stop_lat","stop_lon"
"8","Local Bus","Harbor Point - Kenmore Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"19","Local Bus","Fields Corner Station - Kenmore or Ruggles Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"171","Supplemental Bus","Logan Airport Terminals - Nubian Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"15","Key Bus","Fields Corner Station or Kane Square - Ruggles Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"1","Key Bus","Harvard Square - Nubian Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"47","Local Bus","Central Square, Cambridge - Broadway Station","Washington St opp Ruggles St","1",42.330957,-71.082754
"8","Local Bus","Harbor Point - Kenmore Station","Theo Glynn Way @ Newmarket Sq","10",42.330555,-71.068787
"171","Supplemental Bus","Logan Airport Terminals - Nubian Station","Theo Glynn Way @ Newmarket Sq","10",42.330555,-71.068787
"10","Local Bus","City Point - Copley Square","Theo Glynn Way @ Newmarket Sq","10",42.330555,-71.068787
"9","Local Bus","City Point - Copley Station","Theo Glynn Way @ Newmarket Sq","10",42.330555,-71.068787
"57","Key Bus","Watertown Yard - Kenmore Station","Tremont St opp Temple Pl","10000",42.355692,-71.062911
"43","Local Bus","Ruggles  Station - Park Street Station","Tremont St opp Temple Pl","10000",42.355692,-71.062911
"15","Key Bus","Fields Corner Station or Kane Square - Ruggles Station","Tremont St opp Temple Pl","10000",42.355692,-71.062911
"39","Key Bus","Forest Hills Station - Back Bay Station","Tremont St opp Temple Pl","10000",42.355692,-71.062911
"1","Key Bus","Harvard Square - Nubian Station","Albany St opp Randall St","10003",42.331591,-71.076237
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St opp Randall St","10003",42.331591,-71.076237
"8","Local Bus","Harbor Point - Kenmore Station","Albany St opp E Concord St","10005",42.335017,-71.07128
"10","Local Bus","City Point - Copley Square","Albany St opp E Concord St","10005",42.335017,-71.07128
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St opp E Concord St","10005",42.335017,-71.07128
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St opp E Newton St","10006",42.335814,-71.070135
"47","Local Bus","Central Square, Cambridge - Broadway Station","540 Albany St opp Wareham St","10007",42.338372,-71.066556
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St opp Randolph St","10008",42.339915,-71.064356
"222","Local Bus","East Weymouth - Quincy Center Station","High St @ Duck Lane","10009",42.214986,-70.915924
"51","Local Bus","Reservoir Station - Forest Hills Station","Newton St @ Arlington Rd","1001",42.307661,-71.169522
"8","Local Bus","Harbor Point - Kenmore Station","Southampton St @ Newmarket St","10010",42.330944,-71.064621
"171","Supplemental Bus","Logan Airport Terminals - Nubian Station","Southampton St @ Newmarket St","10010",42.330944,-71.064621
"10","Local Bus","City Point - Copley Square","Southampton St @ Newmarket St","10010",42.330944,-71.064621
"9","Local Bus","City Point - Copley Station","Southampton St @ Newmarket St","10010",42.330944,-71.064621
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St @ Randolph St","10011",42.340162,-71.064227
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St @ Wareham St","10012",42.338361,-71.066667
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St @ E Dedham St","10013",42.337556,-71.067875
"708","Local Bus","Beth Israel Deaconess Hospital - Andrew Station","Albany St opp Boston Medical","10014",42.334117,-71.07251
"8","Local Bus","Harbor Point - Kenmore Station","Albany St opp Boston Medical","10014",42.334117,-71.07251
"10","Local Bus","City Point - Copley Square","Albany St opp Boston Medical","10014",42.334117,-71.07251
"47","Local Bus","Central Square, Cambridge - Broadway Station","Albany St opp Boston Medical","10014",42.334117,-71.07251
"8","Local Bus","Harbor Point - Kenmore Station","Harrison Ave @ E Newton St","10015",42.337402,-71.072162
"10","Local Bus","City Point - Copley Square","Harrison Ave @ E Newton St","10015",42.337402,-71.072162
"47","Local Bus","Central Square, Cambridge - Broadway Station","Harrison Ave @ E Newton St","10015",42.337402,-71.072162
"134","Local Bus","North Woburn - Wellington Station","TradeCenter 128","10016",42.499312,-71.162566
"9","Local Bus","City Point - Copley Station","E 1st St @ P St","10031",42.338307,-71.027132
"7","Local Bus","City Point - Otis Street & Summer Street","E 1st St @ P St","10031",42.338307,-71.027132
"11","Local Bus","City Point - Chauncy Street & Summer Street","E 1st St @ P St","10031",42.338307,-71.027132
"10","Local Bus","City Point - Copley Square","E 1st St @ P St","10031",42.338307,-71.027132
"9","Local Bus","City Point - Copley Station","E 1st St opp O St","10032",42.338274,-71.029203
"7","Local Bus","City Point - Otis Street & Summer Street","E 1st St opp O St","10032",42.338274,-71.029203
"11","Local Bus","City Point - Chauncy Street & Summer Street","E 1st St opp O St","10032",42.338274,-71.029203
"10","Local Bus","City Point - Copley Square","E 1st St opp O St","10032",42.338274,-71.029203
"9","Local Bus","City Point - Copley Station","E 1st St @ O St","10033",42.338176,-71.029444
"7","Local Bus","City Point - Otis Street & Summer Street","E 1st St @ O St","10033",42.338176,-71.029444
"10","Local Bus","City Point - Copley Square","E 1st St @ O St","10033",42.338176,-71.029444
"11","Local Bus","City Point - Chauncy Street & Summer Street","E 1st St @ O St","10033",42.338176,-71.029444
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Sidney St","101",42.362988,-71.099486
"1","Key Bus","Harvard Square - Nubian Station","Albany St @ Randall St","10100",42.331675,-71.076347
"1","Key Bus","Harvard Square - Nubian Station","Melnea Cass Blvd @ Harrison Ave","10101",42.332066,-71.079147
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Prospect St","102",42.365291,-71.103404
"65","Local Bus","Brighton Center - Kenmore Station","Chestnut Hill Ave @ Veronica Smith Ctr","1026",42.348296,-71.153761
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Veronica Smith Ctr","1026",42.348296,-71.153761
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Veronica Smith Ctr","1026",42.348296,-71.153761
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Englewood Ave","1027",42.337121,-71.152079
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Englewood Ave","1027",42.337121,-71.152079
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Commonwealth Ave","1029",42.338312,-71.153451
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Commonwealth Ave","1029",42.338312,-71.153451
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Strathmore Rd","1030",42.34026,-71.155274
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Strathmore Rd","1030",42.34026,-71.155274
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Chiswick Rd","1031",42.341519,-71.154503
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Chiswick Rd","1031",42.341519,-71.154503
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave opp Wiltshire Rd","1032",42.343065,-71.153469
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave opp Wiltshire Rd","1032",42.343065,-71.153469
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Wallingford Rd","1033",42.344607,-71.15322
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Wallingford Rd","1033",42.344607,-71.15322
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Union St","1034",42.346123,-71.152997
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Union St","1034",42.346123,-71.152997
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Washington St","1035",42.349261,-71.153309
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Sparhawk St","1036",42.351738,-71.151763
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Gardena St","1038",42.354227,-71.150236
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ N Beacon St","1039",42.355569,-71.149366
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Bigelow St","104",42.366779,-71.105813
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Market St @ Guest St","1040",42.357313,-71.148285
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Guest St","1040",42.357313,-71.148285
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Centola St","1041",42.359279,-71.147082
"44","Local Bus","Jackson Square Station - Ruggles Station","Columbus Ave @ Weld Ave","10413",42.314898,-71.097377
"22","Key Bus","Ashmont Station - Ruggles Station via Talbot Ave","Columbus Ave @ Weld Ave","10413",42.314898,-71.097377
"29","Local Bus","Mattapan Station - Jackson Square Station","Columbus Ave @ Weld Ave","10413",42.314898,-71.097377
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy @ Blue Hill Ave","10417",42.298267,-71.087238
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy opp Franklin Hill Ave","10418",42.295828,-71.092507
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy @ Canterbury St","10419",42.285933,-71.109847
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Lothrop St","1042",42.360459,-71.146341
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy @ Walk Hill St","10421",42.28745,-71.10739
"14","Local Bus","Roslindale Square - Heath Street","Opp 684 American Legion Hwy","10422",42.284762,-71.111695
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy @ Stella Rd","10423",42.280752,-71.116254
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy @ Cummins Hwy","10424",42.278467,-71.116716
"14","Local Bus","Roslindale Square - Heath Street","Opp 950 American Legion Hwy","10425",42.274382,-71.116781
"14","Local Bus","Roslindale Square - Heath Street","American Legion Hwy opp Kingbird Rd","10427",42.293255,-71.094593
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave @ Mackin St","1043",42.361668,-71.144413
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Mackin St","1043",42.361668,-71.144413
"86","Local Bus","Sullivan Square Station - Reservoir Station","450 Western Ave","1045",42.362164,-71.141783
"70","Local Bus","Market Place Drive or Waltham Center - University Park","450 Western Ave","1045",42.362164,-71.141783
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave @ Litchfield St","1046",42.362531,-71.139786
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Litchfield St","1046",42.362531,-71.139786
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave @ Everett St","1049",42.363093,-71.135443
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Everett St","1049",42.363093,-71.135443
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Travis St","1051",42.363248,-71.128518
"70","Local Bus","Market Place Drive or Waltham Center - University Park","130 Western Ave","1052",42.363526,-71.125043
"16","Local Bus","Forest Hills Station - Andrew Station or Harbor Point","Circuit Dr @ Glen Ln","10522",42.305104,-71.094684
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Circuit Dr @ Glen Ln","10522",42.305104,-71.094684
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Circuit Dr @ Glen Ln","10522",42.305104,-71.094684
"32","Key Bus","Wolcott or Cleary Square - Forest Hills Station","Circuit Dr @ Glen Ln","10522",42.305104,-71.094684
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Genzyme","1053",42.363915,-71.119805
"26","Local Bus","Ashmont Station - Norfolk Street Loop","Morton St @ Evans St","10540",42.280886,-71.084654
"21","Local Bus","Ashmont Station - Forest Hills Station","Morton St @ Evans St","10540",42.280886,-71.084654
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","River St opp Blackstone St","1055",42.361913,-71.114378
"70","Local Bus","Market Place Drive or Waltham Center - University Park","River St opp Blackstone St","1055",42.361913,-71.114378
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","River St @ Fairmont St","1056",42.362565,-71.112387
"70","Local Bus","Market Place Drive or Waltham Center - University Park","River St @ Fairmont St","1056",42.362565,-71.112387
"15","Key Bus","Fields Corner Station or Kane Square - Ruggles Station","2165 Dorchester Ave","10569",42.276285,-71.067029
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","2165 Dorchester Ave","10569",42.276285,-71.067029
"217","Commuter Bus","Quincy Center Station - Ashmont Station via Wollaston Station","2165 Dorchester Ave","10569",42.276285,-71.067029
"240","Local Bus","Avon Square - Ashmont Station","2165 Dorchester Ave","10569",42.276285,-71.067029
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","River St @ Kelly Rd","1057",42.363156,-71.110605
"70","Local Bus","Market Place Drive or Waltham Center - University Park","River St @ Kelly Rd","1057",42.363156,-71.110605
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","River St @ Pleasant St","1058",42.36385,-71.108586
"70","Local Bus","Market Place Drive or Waltham Center - University Park","River St @ Pleasant St","1058",42.36385,-71.108586
"15","Key Bus","Fields Corner Station or Kane Square - Ruggles Station","River St opp Fremont St","10582",42.269983,-71.089868
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","River St opp Fremont St","10582",42.269983,-71.089868
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","River St @ Green St","1059",42.365072,-71.105142
"70","Local Bus","Market Place Drive or Waltham Center - University Park","River St @ Green St","1059",42.365072,-71.105142
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Washington St","10590",42.336621,-71.076956
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Hancock St","106",42.36839,-71.108618
"83","Local Bus","Rindge Avenue - Central Square, Cambridge","Magazine St @ Green St","1060",42.365114,-71.104311
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Magazine St @ Green St","1060",42.365114,-71.104311
"91","Local Bus","Sullivan Square Station - Central Square, Cambridge","Magazine St @ Green St","1060",42.365114,-71.104311
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Washington St @ Durnell Ave","10603",42.282287,-71.132671
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St @ Durnell Ave","10603",42.282287,-71.132671
"50","Local Bus","Cleary Square - Forest Hills Station","Washington St @ Durnell Ave","10603",42.282287,-71.132671
"40","Local Bus","Georgetowne - Forest Hills Station","Washington St @ Durnell Ave","10603",42.282287,-71.132671
"4050","Local Bus","Georgetowne - Forest Hills Station","Washington St @ Durnell Ave","10603",42.282287,-71.132671
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Western Ave @ Kinnaird St","1061",42.364952,-71.108901
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Kinnaird St","1061",42.364952,-71.108901
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Washington St opp W Boundary Rd","10612",42.26792,-71.149996
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St opp W Boundary Rd","10612",42.26792,-71.149996
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Washington St @ Sumner St","10618",42.256411,-71.163235
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Washington St @ Sumner St","10618",42.256411,-71.163235
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St @ Sumner St","10618",42.256411,-71.163235
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Western Ave @ Howard St","1062",42.364798,-71.110649
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Howard St","1062",42.364798,-71.110649
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Washington St opp Heron St","10625",42.26883,-71.148551
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St opp Heron St","10625",42.26883,-71.148551
"40","Local Bus","Georgetowne - Forest Hills Station","Washington St opp Heron St","10625",42.26883,-71.148551
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Washington St @ Rosecliff St","10633",42.282087,-71.132727
"34E","Local Bus","Walpole Center - Forest Hills Station","Washington St @ Rosecliff St","10633",42.282087,-71.132727
"50","Local Bus","Cleary Square - Forest Hills Station","Washington St @ Rosecliff St","10633",42.282087,-71.132727
"40","Local Bus","Georgetowne - Forest Hills Station","Washington St @ Rosecliff St","10633",42.282087,-71.132727
"4050","Local Bus","Georgetowne - Forest Hills Station","Washington St @ Rosecliff St","10633",42.282087,-71.132727
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Western Ave @ Putnam Ave","1064",42.364492,-71.114114
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Putnam Ave","1064",42.364492,-71.114114
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave opp Genzyme","1067",42.364074,-71.119704
"70","Local Bus","Market Place Drive or Waltham Center - University Park","125 Western Ave","1068",42.363686,-71.124387
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Dana St","107",42.369265,-71.110773
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ N Harvard St","1070",42.363284,-71.129148
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave opp Riverdale St","1071",42.363253,-71.132079
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave opp Riverdale St","1071",42.363253,-71.132079
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave @ Everett St","1072",42.363179,-71.135542
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave @ Everett St","1072",42.363179,-71.135542
"86","Local Bus","Sullivan Square Station - Reservoir Station","367 Western Ave opp Brighton Mills Mall","1074",42.362807,-71.138519
"70","Local Bus","Market Place Drive or Waltham Center - University Park","367 Western Ave opp Brighton Mills Mall","1074",42.362807,-71.138519
"86","Local Bus","Sullivan Square Station - Reservoir Station","Western Ave opp Litchfield St","1075",42.362662,-71.139575
"70","Local Bus","Market Place Drive or Waltham Center - University Park","Western Ave opp Litchfield St","1075",42.362662,-71.139575
"86","Local Bus","Sullivan Square Station - Reservoir Station","445 Western Ave","1076",42.362341,-71.14136
"70","Local Bus","Market Place Drive or Waltham Center - University Park","445 Western Ave","1076",42.362341,-71.14136
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Centre St @ Grove St","10768",42.268863,-71.161907
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Centre St @ Grove St","10769",42.268891,-71.161806
"86","Local Bus","Sullivan Square Station - Reservoir Station","495 Western Ave","1077",42.361858,-71.144012
"70","Local Bus","Market Place Drive or Waltham Center - University Park","495 Western Ave","1077",42.361858,-71.144012
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Spring St @ Cass St","10777",42.27717,-71.164194
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","Spring St @ Cass St","10777",42.27717,-71.164194
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Market St @ Vineland St","1079",42.356921,-71.148686
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Vineland St","1079",42.356921,-71.148686
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Trowbridge St","108",42.37027,-71.112998
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St opp Gardena St","1081",42.354329,-71.150346
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","Veterans Hospital West Roxbury","10820",42.275343,-71.171831
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Veterans Hospital West Roxbury","10820",42.275343,-71.171831
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","Charles Park Rd @ VFW Pkwy","10821",42.276826,-71.172521
"86","Local Bus","Sullivan Square Station - Reservoir Station","Market St @ Arlington St","1083",42.35151,-71.152061
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","5 Charles Park Rd","10830",42.276931,-71.172561
"36","Local Bus","Millennium Park or VA Hospital - Forest Hills Station","5 Charles Park Rd","10830",42.276931,-71.172561
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Dedham Mall @ Stop & Shop","10833",42.258725,-71.16853
"52","Local Bus","Dedham Mall - Watertown Yard","Dedham Mall @ Stop & Shop","10833",42.258725,-71.16853
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Dedham Mall @ Stop & Shop","10833",42.258725,-71.16853
"35","Local Bus","Dedham Mall or Stimson Street - Forest Hills Station","Dedham Mall @ South Side","10835",42.253283,-71.170494
"52","Local Bus","Dedham Mall - Watertown Yard","Dedham Mall @ South Side","10835",42.253283,-71.170494
"34","Local Bus","Dedham Mall or Dedham Line - Forest Hills Station","Dedham Mall @ South Side","10835",42.253283,-71.170494
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Washington St","1084",42.349027,-71.153531
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Washington St","1084",42.349027,-71.153531
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Academy Hill Rd","1085",42.347089,-71.15375
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Academy Hill Rd","1085",42.347089,-71.15375
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Jackson Ave","1086",42.344738,-71.153293
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Jackson Ave","1086",42.344738,-71.153293
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Wiltshire Rd","1087",42.343049,-71.153613
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Wiltshire Rd","1087",42.343049,-71.153613
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Embassy Rd","1088",42.341436,-71.154691
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Embassy Rd","1088",42.341436,-71.154691
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ South St","1089",42.340486,-71.155288
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ South St","1089",42.340486,-71.155288
"1","Key Bus","Harvard Square - Nubian Station","Massachusetts Ave @ Bow St","109",42.372099,-71.115371
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Commonwealth Ave","1090",42.33833,-71.153702
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Commonwealth Ave","1090",42.33833,-71.153702
"86","Local Bus","Sullivan Square Station - Reservoir Station","Chestnut Hill Ave @ Beacon St","1092",42.336219,-71.151237
"51","Local Bus","Reservoir Station - Forest Hills Station","Chestnut Hill Ave @ Beacon St","1092",42.336219,-71.151237
"24","Local Bus","Wakefield Avenue & Truman Parkway - Ashmont Station","Cummins Hwy @ Wood Ave","10923",42.274133,-71.109187
"30","Local Bus","Mattapan Station - Forest Hills Station via Cummins Highway and Roslindale Square","Cummins Hwy @ Wood Ave","10923",42.274133,-71.109187
"66","Key Bus","Harvard Square - Nubian Station","Harvard Ave @ Brighton Ave","10928",42.352614,-71.132097
"64","Local Bus","Oak Square - University Park or Kendall/MIT Station","Brooks St @ Faneuil St","1094",42.352511,-71.163102
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Saratoga St @ Teragram St","109802",42.383937,-70.999451
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Saratoga St @ Teragram St","109802",42.383937,-70.999451
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Main St @ Pleasant St","109804",42.38233,-70.991479
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Main St @ Pleasant St","109804",42.38233,-70.991479
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Main St @ Beal St","109805",42.382135,-70.98896
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Main St @ Beal St","109805",42.382135,-70.98896
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Hermon St @ Lincoln St","109807",42.379617,-70.985872
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pauline St opp Woodside Ave","109809",42.375909,-70.987693
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pauline St @ Pleasant St","109810",42.374436,-70.991198
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pleasant St @ Somerset Ave","109811",42.37318,-70.989766
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pleasant St @ Bartlett Rd","109812",42.372904,-70.987328
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pleasant St @ Sunnyside Ave","109814",42.372595,-70.984668
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pleasant St @ Seaview Ave","109815",42.372389,-70.98292
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Pleasant St @ Winthrop St","109816",42.372198,-70.981132
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Washington Ave opp Willow Ave","109817",42.372168,-70.978521
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Washington Ave opp Lewis Ave","109818",42.372021,-70.976842
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Washington Ave opp River Rd","109819",42.3719,-70.974424
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Washington Ave opp Veterans Rd","109820",42.372456,-70.97191
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Veterans Rd @ Washington Ave","109821",42.372701,-70.971585
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Washington Ave","109821",42.372701,-70.971585
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Veterans Rd @ Cutler St","109822",42.374284,-70.972804
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Cutler St","109822",42.374284,-70.972804
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Levy Bramson Way","109823",42.375878,-70.97402
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd opp Seafoam Ave","109824",42.377434,-70.974987
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Hadassah Way","109825",42.378929,-70.975801
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Shirley St","109826",42.381135,-70.975503
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Veterans Rd @ Locust St","109827",42.382563,-70.973827
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Crest Ave @ Grovers Ave","109828",42.384521,-70.973152
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Crest Ave @ Highland Ave","109829",42.386455,-70.975745
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Revere St opp Summit Ave","109830",42.384736,-70.978052
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Revere St @ Governors Dr","109831",42.38248,-70.980365
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Revere St @ Winthrop St","109832",42.38167,-70.98227
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Main St @ Douglas St","109834",42.381999,-70.986122
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Main St @ Douglas St","109834",42.381999,-70.986122
"713","Local Bus","Point Shirley - Orient Heights Station via Winthrop Center","Main St @ Fairview St","109835",42.382255,-70.988942
"712","Local Bus","Point Shirley - Orient Heights Station via Revere Street","Main St @ Fairview St","109835",42.382255,-70.988942
